[2026-01-12 14:09:22] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.3300 | Threat Level: 35
[2026-01-12 14:09:23] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.3800 | Threat Level: 32
[2026-01-12 14:09:23] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.4300 | Threat Level: 29
[2026-01-12 14:09:24] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.3500 | Threat Level: 26
[2026-01-12 14:09:24] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.3100 | Threat Level: 23
[2026-01-12 14:09:36] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6800 | Threat Level: 21
[2026-01-12 14:09:37] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6500 | Threat Level: 23
[2026-01-12 14:09:37] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6400 | Threat Level: 25
[2026-01-12 14:09:38] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6400 | Threat Level: 27
[2026-01-12 14:09:38] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6600 | Threat Level: 29
[2026-01-12 14:09:38] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6800 | Threat Level: 31
[2026-01-12 14:09:39] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6400 | Threat Level: 33
[2026-01-12 14:09:39] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6200 | Threat Level: 35
[2026-01-12 14:09:40] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6800 | Threat Level: 37
[2026-01-12 14:09:40] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6200 | Threat Level: 39
[2026-01-12 14:09:40] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6600 | Threat Level: 41
[2026-01-12 14:09:41] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6700 | Threat Level: 43
[2026-01-12 14:09:41] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6600 | Threat Level: 45
[2026-01-12 14:09:41] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6500 | Threat Level: 47
[2026-01-12 14:09:42] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.3400 | Threat Level: 44
[2026-01-12 14:09:42] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.3500 | Threat Level: 41
[2026-01-12 14:09:43] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.3700 | Threat Level: 38
[2026-01-12 14:09:43] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.4000 | Threat Level: 35
[2026-01-12 14:09:43] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.3600 | Threat Level: 32
[2026-01-12 14:09:44] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.3700 | Threat Level: 29
[2026-01-12 14:09:44] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.3300 | Threat Level: 26
[2026-01-12 14:09:44] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.3600 | Threat Level: 23
[2026-01-12 14:24:27] CRITICAL: Anomaly detected! Cause: CPU | Conf: 0.9935 | Threat Level: 16
[2026-01-12 14:24:27] CRITICAL: Anomaly detected! Cause: CPU | Conf: 0.9285 | Threat Level: 18
[2026-01-12 14:24:28] CRITICAL: Anomaly detected! Cause: CPU | Conf: 0.9729 | Threat Level: 20
[2026-01-12 14:24:28] CRITICAL: Anomaly detected! Cause: CPU | Conf: 0.9746 | Threat Level: 22
[2026-01-12 14:24:28] CRITICAL: Anomaly detected! Cause: CPU | Conf: 0.9526 | Threat Level: 24
